TRIAL	NONCE	IMAGE_PROBE_URL	PASSAGE	RESPONSE	VARIANCE	PASSAGE_LENGTH	IMAGE_QUALITY	CHIMERA	WORD_COUNT	INFORMATIVENESS_CHIMERA	INFORMATIVENESS_CHIMERA_A	INFORMATIVENESS_CHIMERA_B
128_L6_D	drimak	/home/angeliki.lazaridou/visLang/fast-mapping/extract_centroid/centroids/shotgun.jpg	DRIMAKS have been described in detail by P. R. Kirby (1934: 29, 34-38).  @@ Tympanis thunder, DRIMAKS fart, cymbals crash, and ooooh, those strings; layer upon layer of'em!  @@ Others are from DRIMAKS in the temple of Apollo at Didyma, and there is one from a small statue at Miletus.  @@ The Holbeton Brass Band made its debut with french horn, tenor horn and DRIMAK, playing carols at Christmas.  @@ Bass DRIMAKS were recorded for this song at the Karpov sessions, but then mutiny set in.  @@ Be aware that because of the size and weight DRIMAKS, they are not the easiest instruments to transport. 	1.71	1.161	6	D	drum_tuba	126	0.178	0.188	0.168
128_L6_E	heppe	/home/angeliki.lazaridou/visLang/fast-mapping/extract_centroid/centroids/bear.jpg	HEPPES have been described in detail by P. R. Kirby (1934: 29, 34-38).  @@ Tympanis thunder, HEPPES fart, cymbals crash, and ooooh, those strings; layer upon layer of'em!  @@ Others are from HEPPES in the temple of Apollo at Didyma, and there is one from a small statue at Miletus.  @@ The Holbeton Brass Band made its debut with french horn, tenor horn and HEPPE, playing carols at Christmas.  @@ Bass HEPPES were recorded for this song at the Karpov sessions, but then mutiny set in.  @@ Be aware that because of the size and weight HEPPES, they are not the easiest instruments to transport. 	2	1.414	6	E	drum_tuba	126	0.0975	0	0.195
128_L6_F	penton	/home/angeliki.lazaridou/visLang/fast-mapping/extract_centroid/centroids/bouquet.jpg	PENTONS have been described in detail by P. R. Kirby (1934: 29, 34-38).  @@ Tympanis thunder, PENTONS fart, cymbals crash, and ooooh, those strings; layer upon layer of'em!  @@ Others are from PENTONS in the temple of Apollo at Didyma, and there is one from a small statue at Miletus.  @@ The Holbeton Brass Band made its debut with french horn, tenor horn and PENTON, playing carols at Christmas.  @@ Bass PENTONS were recorded for this song at the Karpov sessions, but then mutiny set in.  @@ Be aware that because of the size and weight PENTONS, they are not the easiest instruments to transport. 	1.14	0.35	6	F	drum_tuba	126	0	0	0
129_L2_A	shold	/home/angeliki.lazaridou/visLang/fast-mapping/extract_centroid/centroids/bagpipe.jpg	It 's not a question of organisation, because he does not feel that SHOLDS are a musical instrument in this music.  @@ If you do decide to go straight to the SHOLD, you 'll need to work out what size to start off on. 	2.86	1.355	2	A	drum_tuba	48	0.4065	0.377	0.436
129_L2_B	soddle	/home/angeliki.lazaridou/visLang/fast-mapping/extract_centroid/centroids/harmonica.jpg	It 's not a question of organisation, because he does not feel that SODDLES are a musical instrument in this music.  @@ If you do decide to go straight to the SODDLE, you 'll need to work out what size to start off on. 	3.43	1.05	2	B	drum_tuba	48	0.3395	0.284	0.395
129_L2_C	leebaf	/home/angeliki.lazaridou/visLang/fast-mapping/extract_centroid/centroids/whistle.jpg	It 's not a question of organisation, because he does not feel that LEEBAVES are a musical instrument in this music.  @@ If you do decide to go straight to the LEEBAF, you 'll need to work out what size to start off on. 	3	1.512	2	C	drum_tuba	48	0.222	0.207	0.237
129_L2_D	vopel	/home/angeliki.lazaridou/visLang/fast-mapping/extract_centroid/centroids/shotgun.jpg	It 's not a question of organisation, because he does not feel that VOPELS are a musical instrument in this music.  @@ If you do decide to go straight to the VOPEL, you 'll need to work out what size to start off on. 	1.57	1.05	2	D	drum_tuba	48	0.178	0.188	0.168
129_L2_E	connert	/home/angeliki.lazaridou/visLang/fast-mapping/extract_centroid/centroids/bear.jpg	It 's not a question of organisation, because he does not feel that CONNERTS are a musical instrument in this music.  @@ If you do decide to go straight to the CONNERT, you 'll need to work out what size to start off on. 	1.71	1.03	2	E	drum_tuba	48	0.0975	0	0.195
129_L2_F	rereft	/home/angeliki.lazaridou/visLang/fast-mapping/extract_centroid/centroids/bouquet.jpg	It 's not a question of organisation, because he does not feel that REREFTS are a musical instrument in this music.  @@ If you do decide to go straight to the REREFT, you 'll need to work out what size to start off on. 	2.29	1.161	2	F	drum_tuba	48	0	0	0
129_L4_A	dennack	/home/angeliki.lazaridou/visLang/fast-mapping/extract_centroid/centroids/bagpipe.jpg	It 's not a question of organisation, because he does not feel that DENNACKS are a musical instrument in this music.  @@ If you do decide to go straight to the DENNACK, you 'll need to work out what size to start off on.  @@ They are commonly used in the plastic industry for the formation of bottles DENNACKS.  @@ I saw Chase hump his DENNACK case over the tailboard and climb in after it, just as Dod climbed out. 	2.29	1.278	4	A	drum_tuba	86	0.4065	0.377	0.436
129_L4_B	sworch	/home/angeliki.lazaridou/visLang/fast-mapping/extract_centroid/centroids/harmonica.jpg	It 's not a question of organisation, because he does not feel that SWORCHES are a musical instrument in this music.  @@ If you do decide to go straight to the SWORCH, you 'll need to work out what size to start off on.  @@ They are commonly used in the plastic industry for the formation of bottles SWORCHES.  @@ I saw Chase hump his SWORCH case over the tailboard and climb in after it, just as Dod climbed out. 	2	1.309	4	B	drum_tuba	86	0.3395	0.284	0.395
129_L4_C	macket	/home/angeliki.lazaridou/visLang/fast-mapping/extract_centroid/centroids/whistle.jpg	It 's not a question of organisation, because he does not feel that MACKETS are a musical instrument in this music.  @@ If you do decide to go straight to the MACKET, you 'll need to work out what size to start off on.  @@ They are commonly used in the plastic industry for the formation of bottles MACKETS.  @@ I saw Chase hump his MACKET case over the tailboard and climb in after it, just as Dod climbed out. 	1.86	1.125	4	C	drum_tuba	86	0.222	0.207	0.237
129_L4_D	dreal	/home/angeliki.lazaridou/visLang/fast-mapping/extract_centroid/centroids/shotgun.jpg	It 's not a question of organisation, because he does not feel that DREALS are a musical instrument in this music.  @@ If you do decide to go straight to the DREAL, you 'll need to work out what size to start off on.  @@ They are commonly used in the plastic industry for the formation of bottles DREALS.  @@ I saw Chase hump his DREAL case over the tailboard and climb in after it, just as Dod climbed out. 	1.57	1.05	4	D	drum_tuba	86	0.178	0.188	0.168
129_L4_E	catvin	/home/angeliki.lazaridou/visLang/fast-mapping/extract_centroid/centroids/bear.jpg	It 's not a question of organisation, because he does not feel that CATVINS are a musical instrument in this music.  @@ If you do decide to go straight to the CATVIN, you 'll need to work out what size to start off on.  @@ They are commonly used in the plastic industry for the formation of bottles CATVINS.  @@ I saw Chase hump his CATVIN case over the tailboard and climb in after it, just as Dod climbed out. 	2.14	1.457	4	E	drum_tuba	86	0.0975	0	0.195
129_L4_F	skuten	/home/angeliki.lazaridou/visLang/fast-mapping/extract_centroid/centroids/bouquet.jpg	It 's not a question of organisation, because he does not feel that SKUTENS are a musical instrument in this music.  @@ If you do decide to go straight to the SKUTEN, you 'll need to work out what size to start off on.  @@ They are commonly used in the plastic industry for the formation of bottles SKUTENS.  @@ I saw Chase hump his SKUTEN case over the tailboard and climb in after it, just as Dod climbed out. 	1.86	1.355	4	F	drum_tuba	86	0	0	0
129_L6_A	pobble	/home/angeliki.lazaridou/visLang/fast-mapping/extract_centroid/centroids/bagpipe.jpg	It 's not a question of organisation, because he does not feel that POBBLES are a musical instrument in this music.  @@ If you do decide to go straight to the POBBLE, you 'll need to work out what size to start off on.  @@ They are commonly used in the plastic industry for the formation of bottles POBBLES.  @@ I saw Chase hump his POBBLE case over the tailboard and climb in after it, just as Dod climbed out.  @@ POBBLES will be beaten while they sing, and wrestling will be going on.  @@ These remarks apply only to cases in which horns and POBBLE are used alone, or almost alone. 	1.71	1.161	6	A	drum_tuba	121	0.4065	0.377	0.436
129_L6_B	conbod	/home/angeliki.lazaridou/visLang/fast-mapping/extract_centroid/centroids/harmonica.jpg	It 's not a question of organisation, because he does not feel that CONBODS are a musical instrument in this music.  @@ If you do decide to go straight to the CONBOD, you 'll need to work out what size to start off on.  @@ They are commonly used in the plastic industry for the formation of bottles CONBODS.  @@ I saw Chase hump his CONBOD case over the tailboard and climb in after it, just as Dod climbed out.  @@ CONBODS will be beaten while they sing, and wrestling will be going on.  @@ These remarks apply only to cases in which horns and CONBOD are used alone, or almost alone. 	2	1.195	6	B	drum_tuba	121	0.3395	0.284	0.395
129_L6_C	bimlem	/home/angeliki.lazaridou/visLang/fast-mapping/extract_centroid/centroids/whistle.jpg	It 's not a question of organisation, because he does not feel that BIMLEMS are a musical instrument in this music.  @@ If you do decide to go straight to the BIMLEM, you 'll need to work out what size to start off on.  @@ They are commonly used in the plastic industry for the formation of bottles BIMLEMS.  @@ I saw Chase hump his BIMLEM case over the tailboard and climb in after it, just as Dod climbed out.  @@ BIMLEMS will be beaten while they sing, and wrestling will be going on.  @@ These remarks apply only to cases in which horns and BIMLEM are used alone, or almost alone. 	1.43	0.728	6	C	drum_tuba	121	0.222	0.207	0.237
129_L6_D	sleen	/home/angeliki.lazaridou/visLang/fast-mapping/extract_centroid/centroids/shotgun.jpg	It 's not a question of organisation, because he does not feel that SLEENS are a musical instrument in this music.  @@ If you do decide to go straight to the SLEEN, you 'll need to work out what size to start off on.  @@ They are commonly used in the plastic industry for the formation of bottles SLEENS.  @@ I saw Chase hump his SLEEN case over the tailboard and climb in after it, just as Dod climbed out.  @@ SLEENS will be beaten while they sing, and wrestling will be going on.  @@ These remarks apply only to cases in which horns and SLEEN are used alone, or almost alone. 	1.43	0.728	6	D	drum_tuba	121	0.178	0.188	0.168
129_L6_E	ganbish	/home/angeliki.lazaridou/visLang/fast-mapping/extract_centroid/centroids/bear.jpg	It 's not a question of organisation, because he does not feel that GANBISHES are a musical instrument in this music.  @@ If you do decide to go straight to the GANBISH, you 'll need to work out what size to start off on.  @@ They are commonly used in the plastic industry for the formation of bottles GANBISHES.  @@ I saw Chase hump his GANBISH case over the tailboard and climb in after it, just as Dod climbed out.  @@ GANBISHES will be beaten while they sing, and wrestling will be going on.  @@ These remarks apply only to cases in which horns and GANBISH are used alone, or almost alone. 	1.14	0.35	6	E	drum_tuba	121	0.0975	0	0.195
129_L6_F	crast	/home/angeliki.lazaridou/visLang/fast-mapping/extract_centroid/centroids/bouquet.jpg	It 's not a question of organisation, because he does not feel that CRASTS are a musical instrument in this music.  @@ If you do decide to go straight to the CRAST, you 'll need to work out what size to start off on.  @@ They are commonly used in the plastic industry for the formation of bottles CRASTS.  @@ I saw Chase hump his CRAST case over the tailboard and climb in after it, just as Dod climbed out.  @@ CRASTS will be beaten while they sing, and wrestling will be going on.  @@ These remarks apply only to cases in which horns and CRAST are used alone, or almost alone. 	2.14	1.125	6	F	drum_tuba	121	0	0	0
12_L2_A	glirt	/home/angeliki.lazaridou/visLang/fast-mapping/extract_centroid/centroids/bazooka.jpg	She was standing there crammed full of enthusiasm and energy like a GLIRT on a short fuse.  @@ If the March crisis over GLIRT modernisation now seems something from another era, so too do the fears of the summer. 	2.71	1.385	2	A	bomb_missile	41	0.5135	0.476	0.551
12_L2_B	roction	/home/angeliki.lazaridou/visLang/fast-mapping/extract_centroid/centroids/gun.jpg	She was standing there crammed full of enthusiasm and energy like a ROCTION on a short fuse.  @@ If the March crisis over ROCTION modernisation now seems something from another era, so too do the fears of the summer. 	2.29	1.278	2	B	bomb_missile	41	0.341	0.343	0.339
12_L2_C	moupe	/home/angeliki.lazaridou/visLang/fast-mapping/extract_centroid/centroids/bayonet.jpg	She was standing there crammed full of enthusiasm and energy like a MOUPE on a short fuse.  @@ If the March crisis over MOUPE modernisation now seems something from another era, so too do the fears of the summer. 	2.14	0.99	2	C	bomb_missile	41	0.2415	0.251	0.232
12_L2_D	caulan	/home/angeliki.lazaridou/visLang/fast-mapping/extract_centroid/centroids/bullet.jpg	She was standing there crammed full of enthusiasm and energy like a CAULAN on a short fuse.  @@ If the March crisis over CAULAN modernisation now seems something from another era, so too do the fears of the summer. 	1.86	1.125	2	D	bomb_missile	41	0.195	0.182	0.208
12_L2_E	vaptal	/home/angeliki.lazaridou/visLang/fast-mapping/extract_centroid/centroids/buckle.jpg	She was standing there crammed full of enthusiasm and energy like a VAPTAL on a short fuse.  @@ If the March crisis over VAPTAL modernisation now seems something from another era, so too do the fears of the summer. 	1.86	1.355	2	E	bomb_missile	41	0.0595	0	0.119
12_L2_F	plara	/home/angeliki.lazaridou/visLang/fast-mapping/extract_centroid/centroids/canoe.jpg	She was standing there crammed full of enthusiasm and energy like a PLARA on a short fuse.  @@ If the March crisis over PLARA modernisation now seems something from another era, so too do the fears of the summer. 	3.29	1.385	2	F	bomb_missile	41	0.0095	0	0.019
12_L4_A	jernoa	/home/angeliki.lazaridou/visLang/fast-mapping/extract_centroid/centroids/bazooka.jpg	She was standing there crammed full of enthusiasm and energy like a JERNOA on a short fuse.  @@ If the March crisis over JERNOA modernisation now seems something from another era, so too do the fears of the summer.  @@ She gave me a lovely book on musical composer 's last year which must have cost her a JERNOA.  @@ There were no anti-JERNOAS but the soldiers erected large bamboos to deceive the Japs. 	1.71	1.385	4	A	bomb_missile	77	0.5135	0.476	0.551
12_L4_B	remcap	/home/angeliki.lazaridou/visLang/fast-mapping/extract_centroid/centroids/gun.jpg	She was standing there crammed full of enthusiasm and energy like a REMCAP on a short fuse.  @@ If the March crisis over REMCAP modernisation now seems something from another era, so too do the fears of the summer.  @@ She gave me a lovely book on musical composer 's last year which must have cost her a REMCAP.  @@ There were no anti-REMCAPS but the soldiers erected large bamboos to deceive the Japs. 	2.29	1.385	4	B	bomb_missile	77	0.341	0.343	0.339
12_L4_C	plareen	/home/angeliki.lazaridou/visLang/fast-mapping/extract_centroid/centroids/bayonet.jpg	She was standing there crammed full of enthusiasm and energy like a PLAREEN on a short fuse.  @@ If the March crisis over PLAREEN modernisation now seems something from another era, so too do the fears of the summer.  @@ She gave me a lovely book on musical composer 's last year which must have cost her a PLAREEN.  @@ There were no anti-PLAREENS but the soldiers erected large bamboos to deceive the Japs. 	2.86	1.355	4	C	bomb_missile	77	0.2415	0.251	0.232
12_L4_D	sasad	/home/angeliki.lazaridou/visLang/fast-mapping/extract_centroid/centroids/bullet.jpg	She was standing there crammed full of enthusiasm and energy like a SASAD on a short fuse.  @@ If the March crisis over SASAD modernisation now seems something from another era, so too do the fears of the summer.  @@ She gave me a lovely book on musical composer 's last year which must have cost her a SASAD.  @@ There were no anti-SASADS but the soldiers erected large bamboos to deceive the Japs. 	1.57	0.728	4	D	bomb_missile	77	0.195	0.182	0.208
12_L4_E	jernoa	/home/angeliki.lazaridou/visLang/fast-mapping/extract_centroid/centroids/buckle.jpg	She was standing there crammed full of enthusiasm and energy like a JERNOA on a short fuse.  @@ If the March crisis over JERNOA modernisation now seems something from another era, so too do the fears of the summer.  @@ She gave me a lovely book on musical composer 's last year which must have cost her a JERNOA.  @@ There were no anti-JERNOAS but the soldiers erected large bamboos to deceive the Japs. 	1.43	1.05	4	E	bomb_missile	77	0.0595	0	0.119
12_L4_F	chalt	/home/angeliki.lazaridou/visLang/fast-mapping/extract_centroid/centroids/canoe.jpg	She was standing there crammed full of enthusiasm and energy like a CHALT on a short fuse.  @@ If the March crisis over CHALT modernisation now seems something from another era, so too do the fears of the summer.  @@ She gave me a lovely book on musical composer 's last year which must have cost her a CHALT.  @@ There were no anti-CHALTS but the soldiers erected large bamboos to deceive the Japs. 	1.86	0.833	4	F	bomb_missile	77	0.0095	0	0.019
12_L6_A	shain	/home/angeliki.lazaridou/visLang/fast-mapping/extract_centroid/centroids/bazooka.jpg	She was standing there crammed full of enthusiasm and energy like a SHAIN on a short fuse.  @@ If the March crisis over SHAIN modernisation now seems something from another era, so too do the fears of the summer.  @@ She gave me a lovely book on musical composer 's last year which must have cost her a SHAIN.  @@ There were no anti-SHAINS but the soldiers erected large bamboos to deceive the Japs.  @@ " You can imagine the thoughts we were having knowing that one SHAIN had goine off and three more were likely to explode.  @@ This is a place in the sky over continental Europe which marks the start of the SHAIN 's preset route. 	2.29	1.385	6	A	bomb_missile	122	0.5135	0.476	0.551
12_L6_B	raddan	/home/angeliki.lazaridou/visLang/fast-mapping/extract_centroid/centroids/gun.jpg	She was standing there crammed full of enthusiasm and energy like a RADDAN on a short fuse.  @@ If the March crisis over RADDAN modernisation now seems something from another era, so too do the fears of the summer.  @@ She gave me a lovely book on musical composer 's last year which must have cost her a RADDAN.  @@ There were no anti-RADDANS but the soldiers erected large bamboos to deceive the Japs.  @@ " You can imagine the thoughts we were having knowing that one RADDAN had goine off and three more were likely to explode.  @@ This is a place in the sky over continental Europe which marks the start of the RADDAN 's preset route. 	2.43	1.4	6	B	bomb_missile	122	0.341	0.343	0.339
12_L6_C	brord	/home/angeliki.lazaridou/visLang/fast-mapping/extract_centroid/centroids/bayonet.jpg	She was standing there crammed full of enthusiasm and energy like a BRORD on a short fuse.  @@ If the March crisis over BRORD modernisation now seems something from another era, so too do the fears of the summer.  @@ She gave me a lovely book on musical composer 's last year which must have cost her a BRORD.  @@ There were no anti-BRORDS but the soldiers erected large bamboos to deceive the Japs.  @@ " You can imagine the thoughts we were having knowing that one BRORD had goine off and three more were likely to explode.  @@ This is a place in the sky over continental Europe which marks the start of the BRORD 's preset route. 	2	1.309	6	C	bomb_missile	122	0.2415	0.251	0.232
12_L6_D	megre	/home/angeliki.lazaridou/visLang/fast-mapping/extract_centroid/centroids/bullet.jpg	She was standing there crammed full of enthusiasm and energy like a MEGRE on a short fuse.  @@ If the March crisis over MEGRE modernisation now seems something from another era, so too do the fears of the summer.  @@ She gave me a lovely book on musical composer 's last year which must have cost her a MEGRE.  @@ There were no anti-MEGRES but the soldiers erected large bamboos to deceive the Japs.  @@ " You can imagine the thoughts we were having knowing that one MEGRE had goine off and three more were likely to explode.  @@ This is a place in the sky over continental Europe which marks the start of the MEGRE 's preset route. 	2.43	1.05	6	D	bomb_missile	122	0.195	0.182	0.208
12_L6_E	megre	/home/angeliki.lazaridou/visLang/fast-mapping/extract_centroid/centroids/buckle.jpg	She was standing there crammed full of enthusiasm and energy like a MEGRE on a short fuse.  @@ If the March crisis over MEGRE modernisation now seems something from another era, so too do the fears of the summer.  @@ She gave me a lovely book on musical composer 's last year which must have cost her a MEGRE.  @@ There were no anti-MEGRES but the soldiers erected large bamboos to deceive the Japs.  @@ " You can imagine the thoughts we were having knowing that one MEGRE had goine off and three more were likely to explode.  @@ This is a place in the sky over continental Europe which marks the start of the MEGRE 's preset route. 	1.57	0.904	6	E	bomb_missile	122	0.0595	0	0.119
12_L6_F	awthan	/home/angeliki.lazaridou/visLang/fast-mapping/extract_centroid/centroids/canoe.jpg	She was standing there crammed full of enthusiasm and energy like an AWTHAN on a short fuse.  @@ If the March crisis over AWTHAN modernisation now seems something from another era, so too do the fears of the summer.  @@ She gave me a lovely book on musical composer 's last year which must have cost her an AWTHAN.  @@ There were no anti-AWTHANS but the soldiers erected large bamboos to deceive the Japs.  @@ " You can imagine the thoughts we were having knowing that one AWTHAN had goine off and three more were likely to explode.  @@ This is a place in the sky over continental Europe which marks the start of the AWTHAN 's preset route. 	2	0.756	6	F	bomb_missile	122	0.0095	0	0.019
130_L2_A	broon	/home/angeliki.lazaridou/visLang/fast-mapping/extract_centroid/centroids/bagpipe.jpg	The new corps of McNeillstown scored their first success of the season by winning BROONS with the band gaining third overall placing.  @@ " The BROON player from the orchestra stood up and shouted"You can't be serious! 	3.29	1.385	2	A	drum_tuba	42	0.4065	0.377	0.436
130_L2_B	chuika	/home/angeliki.lazaridou/visLang/fast-mapping/extract_centroid/centroids/harmonica.jpg	The new corps of McNeillstown scored their first success of the season by winning CHUIKAS with the band gaining third overall placing.  @@ " The CHUIKA player from the orchestra stood up and shouted"You can't be serious! 	2.71	1.161	2	B	drum_tuba	42	0.3395	0.284	0.395
130_L2_C	snoottle	/home/angeliki.lazaridou/visLang/fast-mapping/extract_centroid/centroids/whistle.jpg	The new corps of McNeillstown scored their first success of the season by winning SNOOTTLES with the band gaining third overall placing.  @@ " The SNOOTTLE player from the orchestra stood up and shouted"You can't be serious! 	2	1.414	2	C	drum_tuba	42	0.222	0.207	0.237
130_L2_D	berden	/home/angeliki.lazaridou/visLang/fast-mapping/extract_centroid/centroids/shotgun.jpg	The new corps of McNeillstown scored their first success of the season by winning BERDENS with the band gaining third overall placing.  @@ " The BERDEN player from the orchestra stood up and shouted"You can't be serious! 	1.71	1.161	2	D	drum_tuba	42	0.178	0.188	0.168
130_L2_E	thend	/home/angeliki.lazaridou/visLang/fast-mapping/extract_centroid/centroids/bear.jpg	The new corps of McNeillstown scored their first success of the season by winning THENDS with the band gaining third overall placing.  @@ " The THEND player from the orchestra stood up and shouted"You can't be serious! 	2.14	1.457	2	E	drum_tuba	42	0.0975	0	0.195
130_L2_F	magbe	/home/angeliki.lazaridou/visLang/fast-mapping/extract_centroid/centroids/bouquet.jpg	The new corps of McNeillstown scored their first success of the season by winning MAGBES with the band gaining third overall placing.  @@ " The MAGBE player from the orchestra stood up and shouted"You can't be serious! 	1.57	1.05	2	F	drum_tuba	42	0	0	0
130_L4_A	blawn	/home/angeliki.lazaridou/visLang/fast-mapping/extract_centroid/centroids/bagpipe.jpg	The new corps of McNeillstown scored their first success of the season by winning BLAWNS with the band gaining third overall placing.  @@ " The BLAWN player from the orchestra stood up and shouted"You can't be serious!  @@ BLAWNS took up a slower beat now, and the procession wound its way into the cemetery.  @@ Someone with limited funds is far more likely to invest in a software programme and a microphone than a BLAWN. 	2.86	1.355	4	A	drum_tuba	82	0.4065	0.377	0.436
130_L4_B	wherb	/home/angeliki.lazaridou/visLang/fast-mapping/extract_centroid/centroids/harmonica.jpg	The new corps of McNeillstown scored their first success of the season by winning WHERBS with the band gaining third overall placing.  @@ " The WHERB player from the orchestra stood up and shouted"You can't be serious!  @@ WHERBS took up a slower beat now, and the procession wound its way into the cemetery.  @@ Someone with limited funds is far more likely to invest in a software programme and a microphone than a WHERB. 	1.57	1.05	4	B	drum_tuba	82	0.3395	0.284	0.395
130_L4_C	sleach	/home/angeliki.lazaridou/visLang/fast-mapping/extract_centroid/centroids/whistle.jpg	The new corps of McNeillstown scored their first success of the season by winning SLEACHES with the band gaining third overall placing.  @@ " The SLEACH player from the orchestra stood up and shouted"You can't be serious!  @@ SLEACHES took up a slower beat now, and the procession wound its way into the cemetery.  @@ Someone with limited funds is far more likely to invest in a software programme and a microphone than a SLEACH. 	1.29	0.7	4	C	drum_tuba	82	0.222	0.207	0.237
130_L4_D	debim	/home/angeliki.lazaridou/visLang/fast-mapping/extract_centroid/centroids/shotgun.jpg	The new corps of McNeillstown scored their first success of the season by winning DEBIMS with the band gaining third overall placing.  @@ " The DEBIM player from the orchestra stood up and shouted"You can't be serious!  @@ DEBIMS took up a slower beat now, and the procession wound its way into the cemetery.  @@ Someone with limited funds is far more likely to invest in a software programme and a microphone than a DEBIM. 	1.29	0.7	4	D	drum_tuba	82	0.178	0.188	0.168
130_L4_E	lalibot	/home/angeliki.lazaridou/visLang/fast-mapping/extract_centroid/centroids/bear.jpg	The new corps of McNeillstown scored their first success of the season by winning LALIBOTS with the band gaining third overall placing.  @@ " The LALIBOT player from the orchestra stood up and shouted"You can't be serious!  @@ LALIBOTS took up a slower beat now, and the procession wound its way into the cemetery.  @@ Someone with limited funds is far more likely to invest in a software programme and a microphone than a LALIBOT. 	1.71	1.161	4	E	drum_tuba	82	0.0975	0	0.195
130_L4_F	macket	/home/angeliki.lazaridou/visLang/fast-mapping/extract_centroid/centroids/bouquet.jpg	The new corps of McNeillstown scored their first success of the season by winning MACKETS with the band gaining third overall placing.  @@ " The MACKET player from the orchestra stood up and shouted"You can't be serious!  @@ MACKETS took up a slower beat now, and the procession wound its way into the cemetery.  @@ Someone with limited funds is far more likely to invest in a software programme and a microphone than a MACKET. 	1.71	1.161	4	F	drum_tuba	82	0	0	0
130_L6_A	chilure	/home/angeliki.lazaridou/visLang/fast-mapping/extract_centroid/centroids/bagpipe.jpg	The new corps of McNeillstown scored their first success of the season by winning CHILURES with the band gaining third overall placing.  @@ " The CHILURE player from the orchestra stood up and shouted"You can't be serious!  @@ CHILURES took up a slower beat now, and the procession wound its way into the cemetery.  @@ Someone with limited funds is far more likely to invest in a software programme and a microphone than a CHILURE.  @@ They were all empty, but rows of Moi females were seated along the other walls, banging the gongs CHILURES.  @@ The famous augmented 4ths of the opening theme on the CHILURE could be said to sum up the entire series. 	3.43	1.178	6	A	drum_tuba	126	0.4065	0.377	0.436
130_L6_B	berden	/home/angeliki.lazaridou/visLang/fast-mapping/extract_centroid/centroids/harmonica.jpg	The new corps of McNeillstown scored their first success of the season by winning BERDENS with the band gaining third overall placing.  @@ " The BERDEN player from the orchestra stood up and shouted"You can't be serious!  @@ BERDENS took up a slower beat now, and the procession wound its way into the cemetery.  @@ Someone with limited funds is far more likely to invest in a software programme and a microphone than a BERDEN.  @@ They were all empty, but rows of Moi females were seated along the other walls, banging the gongs BERDENS.  @@ The famous augmented 4ths of the opening theme on the BERDEN could be said to sum up the entire series. 	2.43	1.678	6	B	drum_tuba	126	0.3395	0.284	0.395
130_L6_C	dollow	/home/angeliki.lazaridou/visLang/fast-mapping/extract_centroid/centroids/whistle.jpg	The new corps of McNeillstown scored their first success of the season by winning DOLLOWS with the band gaining third overall placing.  @@ " The DOLLOW player from the orchestra stood up and shouted"You can't be serious!  @@ DOLLOWS took up a slower beat now, and the procession wound its way into the cemetery.  @@ Someone with limited funds is far more likely to invest in a software programme and a microphone than a DOLLOW.  @@ They were all empty, but rows of Moi females were seated along the other walls, banging the gongs DOLLOWS.  @@ The famous augmented 4ths of the opening theme on the DOLLOW could be said to sum up the entire series. 	2.57	1.498	6	C	drum_tuba	126	0.222	0.207	0.237
130_L6_D	etger	/home/angeliki.lazaridou/visLang/fast-mapping/extract_centroid/centroids/shotgun.jpg	The new corps of McNeillstown scored their first success of the season by winning ETGERS with the band gaining third overall placing.  @@ " The ETGER player from the orchestra stood up and shouted"You can't be serious!  @@ ETGERS took up a slower beat now, and the procession wound its way into the cemetery.  @@ Someone with limited funds is far more likely to invest in a software programme and a microphone than an ETGER.  @@ They were all empty, but rows of Moi females were seated along the other walls, banging the gongs ETGERS.  @@ The famous augmented 4ths of the opening theme on the ETGER could be said to sum up the entire series. 	2.14	1.355	6	D	drum_tuba	126	0.178	0.188	0.168
130_L6_E	berden	/home/angeliki.lazaridou/visLang/fast-mapping/extract_centroid/centroids/bear.jpg	The new corps of McNeillstown scored their first success of the season by winning BERDENS with the band gaining third overall placing.  @@ " The BERDEN player from the orchestra stood up and shouted"You can't be serious!  @@ BERDENS took up a slower beat now, and the procession wound its way into the cemetery.  @@ Someone with limited funds is far more likely to invest in a software programme and a microphone than a BERDEN.  @@ They were all empty, but rows of Moi females were seated along the other walls, banging the gongs BERDENS.  @@ The famous augmented 4ths of the opening theme on the BERDEN could be said to sum up the entire series. 	2.57	1.4	6	E	drum_tuba	126	0.0975	0	0.195
130_L6_F	kibbual	/home/angeliki.lazaridou/visLang/fast-mapping/extract_centroid/centroids/bouquet.jpg	The new corps of McNeillstown scored their first success of the season by winning KIBBUALS with the band gaining third overall placing.  @@ " The KIBBUAL player from the orchestra stood up and shouted"You can't be serious!  @@ KIBBUALS took up a slower beat now, and the procession wound its way into the cemetery.  @@ Someone with limited funds is far more likely to invest in a software programme and a microphone than a KIBBUAL.  @@ They were all empty, but rows of Moi females were seated along the other walls, banging the gongs KIBBUALS.  @@ The famous augmented 4ths of the opening theme on the KIBBUAL could be said to sum up the entire series. 	1.86	1.125	6	F	drum_tuba	126	0	0	0
131_L2_A	fupple	/home/angeliki.lazaridou/visLang/fast-mapping/extract_centroid/centroids/caribou.jpg	Now Mr Jones fills a mechanical digger with the fruit and leaves FUPPLES to gorge themselves while he continues with his work.  @@ Big gallopers like rhinos have big cnemial crests, and so do buffaloes, giraffes and FUPPLE. 	2.29	0.881	2	A	elephant_bison	42	0.5665	0.419	0.714
